product_code,product_name,stock_qty,rate,mrp,batch_no,expiry_date,strip_size,pack_number,unit_label,invoice_number,purchase_date,purchase_bill_no,supplier_code,distributor_name,distributor_address,drug_license_1,gstin,phone
57707,THYPURE 12.5,1,35,60,BER01AHA,2027-03-01,1,1,,A001642,2025-10-03,25-26/0000182,10296,alka associates,,,,
57709,ISORID ER 30,200,11.75,25,NB/250631,2027-11-01,10,10,,A001642,2025-10-03,25-26/0000182,10296,alka associates,,,,
57575,SETRO 50,15,15.5,30,NB/241112,2027-04-01,10,10,,A001642,2025-10-03,25-26/0000182,10296,alka associates,,,,
57215,QT-PINE SR 200,60,32.5,52,ADT25167,2026-12-01,10,10,,A001642,2025-10-03,25-26/0000182,10296,alka associates,,,,
57304,KNEE CAP XL LEEFORD,3,205,280,FL01-XL/1734,2030-07-01,1,1,,712,2025-10-05,25-26/0000185,10283,MADHAVI ENTERPRISES,,,,9496360332
57715,MAMYPOKO NB 64,1,375,499,B01U,2028-04-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
57722,COSART H,56,28,48,5N40053,2026-12-01,10,10,,712,2025-10-05,25-26/0000185,10283,MADHAVI ENTERPRISES,,,,9496360332
57723,OMNETA CAP,2,13,25,ACBAA24001,2026-04-01,10,10,,712,2025-10-05,25-26/0000185,10283,MADHAVI ENTERPRISES,,,,9496360332
44445,TRIODERM PLUS,6,18,40,4971,2027-02-01,1,1,,712,2025-10-05,25-26/0000185,10283,MADHAVI ENTERPRISES,,,,9496360332
57724,RING GUARD CREAM ,1,99.95,120,A0656,2028-02-01,1,1,,2500173003262,2025-10-01,25-26/0000186,10268,FATHIMA MATHA MEDICALS,,,,
45554,LIV 52 ,3,168.85,200,111250612,2028-04-01,1,1,,2500173003262,2025-10-01,25-26/0000186,10268,FATHIMA MATHA MEDICALS,,,,
45447,COTTON 25G,13,12.8,22,38701,2028-01-01,1,1,,A50,2025-10-03,25-26/0000187,10324,EASTERN PHARMA,,,,
57730,BEUTHEAL CRACK CREAM,3,35,55,02,2028-01-01,1,1,,A50,2025-10-03,25-26/0000187,10324,EASTERN PHARMA,,,,
57731,MEFESUN FORTE TAB,88,13.5,30,SBT2074,2026-04-01,10,10,,A50,2025-10-03,25-26/0000187,10324,EASTERN PHARMA,,,,
56924,SALBUVAC RESPULES,22,5.1,6.4,ERS152004,2027-04-01,1,1,,A49,2025-09-27,25-26/0000188,10324,EASTERN PHARMA,,,,
54507,LACTOGEN 4,1,428.13,450,52530453J1G,2026-06-01,1,1,,NAS10776,2025-10-06,25-26/0000189,10313,MINI AGENCIES,,,,
57735,GILLETTE MACH 3 RAZOR,2,352,415,5224D299M0,2030-04-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
57736,CHARCOAL BLACK PEEL OFF URBAN GABRU,2,179,250,CPM-2406020,2027-06-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
57475,DOIL LINIMENT ,1,92.5,125,AJP15AAA,2026-11-01,1,1,,7785,2025-10-07,25-26/0000190,1057,HIND PHARMA,KANNUR,0,32AAGFH2002R1ZJ,0
45704,LEVOLIN SYP,1,23.02,30,5A60478,2027-04-01,1,1,,7785,2025-10-07,25-26/0000190,1057,HIND PHARMA,KANNUR,0,32AAGFH2002R1ZJ,0
57738,GABAPIX NT ,69,33.5,60,PGT250119A,2026-12-01,10,10,,A001690,2025-10-07,25-26/0000191,10296,alka associates,,,,
57256,LNGIPTIN M 2.5/500,100,16,70,BD250571D,2027-02-01,10,10,,A001690,2025-10-07,25-26/0000191,10296,alka associates,,,,
57739,ESRAM 5,43,11.8,25,NB/250652,2027-11-01,10,10,,A001690,2025-10-07,25-26/0000191,10296,alka associates,,,,
57458,HYDROXENA 500,100,32,70,CHYA231279,2026-11-01,10,10,,A001690,2025-10-07,25-26/0000191,10296,alka associates,,,,
57368,AMLODAM 10,25,5.5,20,T2409177,2026-08-01,10,10,,A001700,2025-10-08,25-26/0000192,10296,alka associates,,,,
57203,FORACORT  400 SYNCHROBREATHE INH,2,396.66,510,5BA1904,2027-06-01,1,1,,250017300619,2025-10-08,25-26/0000193,10322,MED WORLD PHARMA,,,,
57743,AMBRODIL  SYP,5,64.29,85,MPG252804,2027-12-01,1,1,,250017300619,2025-10-08,25-26/0000193,10322,MED WORLD PHARMA,,,,
43980,NEFROSAVE FORTE,140,302.14,395,M25130017,2027-04-01,15,15,,250017300619,2025-10-08,25-26/0000193,10322,MED WORLD PHARMA,,,,
57744,APXENTA 30,60,232.86,300,CT02035,2027-02-01,10,10,,250017300619,2025-10-08,25-26/0000193,10322,MED WORLD PHARMA,,,,
57747,PRUFREE 25,60,21.92,30,MTT8692,2027-01-01,10,10,,250017300619,2025-10-08,25-26/0000193,10322,MED WORLD PHARMA,,,,
45234,SIMBIOTIC- B LOTION,6,33,60,DLSP5002,2027-03-01,1,1,,734,2025-10-09,25-26/0000194,10283,MADHAVI ENTERPRISES,,,,9496360332
56820,NEELABRINGADI 200ML,1,210,270,4740,2028-06-01,1,1,,B2C-106/25-26,2025-10-09,25-26/0000195,1052,GENERAL TRADE LINKS,KANNUR,0,32AAEFG2263D1ZI,0
45837,BUDS JAR,2,41,60,KIWI 09,2027-09-01,1,1,,B2C-106/25-26,2025-10-09,25-26/0000195,1052,GENERAL TRADE LINKS,KANNUR,0,32AAEFG2263D1ZI,0
57507,TRETIN 0.025%,1,146.43,190,HC032,2027-05-01,1,1,,MCRB-25-26-14800,2025-10-09,25-26/0000196,10310,MCRB PHARMA,,,,
57755,DOLOPAR TAB,58,45,60,DOCS0194,2028-09-01,15,15,,MCRB-25-26-14800,2025-10-09,25-26/0000196,10310,MCRB PHARMA,,,,
57756,MAXMALA 75,20,179.29,235,GKG0161A,2027-06-01,10,10,,MCRB-25-26-14800,2025-10-09,25-26/0000196,10310,MCRB PHARMA,,,,
57110,DEXOLAC 3 400GM,2,402.6,525,2507277901,2026-10-01,1,1,,25-26/21886,2025-10-09,25-26/0000197,1126,RAM AGENCIES,KANNUR,0,32AACFR7971D1ZA,0
55590,MEGAHEAL GEL,1,96.43,130,VAB2571,2027-03-01,1,1,,MCRB-25-26-14780,2025-10-08,25-26/0000198,10310,MCRB PHARMA,,,,
57641,IPRAVENT RESPULES,8,25.55,32,5SA0780,2027-03-01,5,5,,MCRB-25-26-14780,2025-10-08,25-26/0000198,10310,MCRB PHARMA,,,,
57759,BUDESAL RESPULES ,30,37.96,48,4SA1794,2026-07-01,1,1,,MCRB-25-26-14780,2025-10-08,25-26/0000198,10310,MCRB PHARMA,,,,
44183,NITROSUN 10,30,55.72,75,DFG0698A,2028-01-01,10,10,,MCRB-25-26-14780,2025-10-08,25-26/0000198,10310,MCRB PHARMA,,,,
56776,SAIBOL 15GM,2,41,48,B-25044,2027-06-01,1,1,,2500173003383,2025-10-10,25-26/0000199,10268,FATHIMA MATHA MEDICALS,,,,
56636,OMNICLAV 375 TAB,43,60,100,5KM0017,2026-12-01,6,6,,2500173003383,2025-10-10,25-26/0000199,10268,FATHIMA MATHA MEDICALS,,,,
57761,NAYANTOB F E/D,1,63.57,83,LW258,2027-02-01,1,1,,2500173003383,2025-10-10,25-26/0000199,10268,FATHIMA MATHA MEDICALS,,,,
56843,HIM DIAPER RASH CREAM,2,65,85,992500599,2028-04-01,1,1,,2500173003383,2025-10-10,25-26/0000199,10268,FATHIMA MATHA MEDICALS,,,,
46009,CIPLADIN OINT 20G,1,30,55,CH040258,2026-11-01,1,1,,2500173003383,2025-10-10,25-26/0000199,10268,FATHIMA MATHA MEDICALS,,,,
57764,PACIFIER BABYHUG,3,100,190,F-3576073,2030-10-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
57765,NIBBLER BABYHUG,2,134,220,F-3061468,2030-10-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
57766,MEDIMIX  SANDAL,3,46.75,60,40825,2028-08-01,1,1,,ASP03579,2025-10-10,25-26/0000200,10313,MINI AGENCIES,,,,
57414,MEDIMIX  GLYCERIN BLUE,3,38.95,50,3401110,2028-06-01,1,1,,ASP03579,2025-10-10,25-26/0000200,10313,MINI AGENCIES,,,,
57413,MEDIMIX  GLYCERIN GREEN,2,35.5,45,3401110,2028-05-01,1,1,,ASP03579,2025-10-10,25-26/0000200,10313,MINI AGENCIES,,,,
57767,TICTAC SEED,1,15.31,20,17049090,2028-05-01,1,1,,ASP03579,2025-10-10,25-26/0000200,10313,MINI AGENCIES,,,,
57766,MEDIMIX  SANDAL,5,46.75,60,34011110,2028-08-01,1,1,,ASP03579,2025-10-10,25-26/0000200,10313,MINI AGENCIES,,,,
54507,LACTOGEN 4,2,428.13,450,52530453J1G,2026-06-01,1,1,,NAS11061,2025-10-10,25-26/0000201,10313,MINI AGENCIES,,,,
57113,CERELAC STAGE 4(12+)MIXED FRUIT,1,288.34,295,52040451DA,2026-09-01,1,1,,NAS11061,2025-10-10,25-26/0000201,10313,MINI AGENCIES,,,,
57369,CLOPIVIA  A 75,100,16,35,T251521,2027-07-01,10,10,,A001727,2025-10-10,25-26/0000203,10296,alka associates,,,,
57706,ENAPAL 2.5,20,10.5,20,TSF-C1193,2026-03-01,10,10,,A001727,2025-10-10,25-26/0000203,10296,alka associates,,,,
57258,BEFORTIME PLUS,6,45,80,307325003,2026-08-01,10,10,,A001727,2025-10-10,25-26/0000203,10296,alka associates,,,,
57770,METROTREX 15,77,32,95,SPOT250081A,2027-04-01,10,10,,A001727,2025-10-10,25-26/0000203,10296,alka associates,,,,
57380,VRITAM F,15,23.5,50,VR125001,2027-01-01,10,10,,A001727,2025-10-10,25-26/0000203,10296,alka associates,,,,
57772,ELBOW SUPPORT XL ALPHA,1,117,150,9021,2028-10-01,1,1,,743,2025-10-10,25-26/0000204,10283,MADHAVI ENTERPRISES,,,,9496360332
57509,ASCORIL LS JUNIOR,2,82.86,110,05250988A,2026-11-01,1,1,,250017300614,2025-10-08,25-26/0000202,10322,MED WORLD PHARMA,,,,
57774,DENTICLES MOUTH WASH,1,44,90,24J69A,2026-09-01,1,1,,250017300624,2025-10-11,25-26/0000205,10322,MED WORLD PHARMA,,,,
56999,CIBACA BRUSH,4,19.048,30,9603,2028-06-01,1,1,,7195,2025-10-11,25-26/0000206,10315,AMALA STATIONERY,ANGADIKADAVU,,,
57001,DOVE SOAP,1,52.38,65,9603,2028-06-01,1,1,,7195,2025-10-11,25-26/0000206,10315,AMALA STATIONERY,ANGADIKADAVU,,,
57002,PEARS SOAP,3,44.76,58,9603,2028-06-01,1,1,,7195,2025-10-11,25-26/0000206,10315,AMALA STATIONERY,ANGADIKADAVU,,,
57410,COLGATE 100GM,1,59.05,70,3306,2028-06-01,1,1,,7195,2025-10-11,25-26/0000206,10315,AMALA STATIONERY,ANGADIKADAVU,,,
57777,GILLETTE PRESTO,4,13.06,25,8212,2028-06-01,1,1,,7195,2025-10-11,25-26/0000206,10315,AMALA STATIONERY,ANGADIKADAVU,,,
57779,MAX SOFTCARE RAZOR,2,4.87,15,8121,2026-06-01,1,1,,7195,2025-10-11,25-26/0000206,10315,AMALA STATIONERY,ANGADIKADAVU,,,
57052,CLINIC PLUS SHAMPOO,2,44.76,76,3305,2028-06-01,1,1,,7195,2025-10-11,25-26/0000206,10315,AMALA STATIONERY,ANGADIKADAVU,,,
57079,SPEED UP 440G,1,224,280,25V017,2027-08-01,1,1,,NP2223-3950,2025-10-11,25-26/0000207,1105,NEW PHARMA,MAIN ROAD IRITTY,0,0,0
57080,SPEED UP 800G,3,320,400,25V037,2027-05-01,1,1,,NP2223-3950,2025-10-11,25-26/0000207,1105,NEW PHARMA,MAIN ROAD IRITTY,0,0,0
57090,BIG BOSS POWDER 100GM,1,117.86,165,MTP25010,2027-03-01,1,1,,NP2223-3950,2025-10-11,25-26/0000207,1105,NEW PHARMA,MAIN ROAD IRITTY,0,0,0
57781,ENROBEST BOLUS,48,92.86,130,007,2028-08-01,4,4,,NP2223-3950,2025-10-11,25-26/0000207,1105,NEW PHARMA,MAIN ROAD IRITTY,0,0,0
57782,LYSETIK 15ML,1,39.29,55,MTL25005,2027-02-01,1,1,,NP2223-3950,2025-10-11,25-26/0000207,1105,NEW PHARMA,MAIN ROAD IRITTY,0,0,0
57097,MELOBEST P BOLUS,4,35.7,48.33,5008,2027-03-01,4,4,,NP2223-3950,2025-10-11,25-26/0000207,1105,NEW PHARMA,MAIN ROAD IRITTY,0,0,0
57783,ALUSPRAY AWD,1,303.57,425,RBAL25051,2027-07-01,1,1,,NP2223-3950,2025-10-11,25-26/0000207,1105,NEW PHARMA,MAIN ROAD IRITTY,0,0,0
57784,RIDEMA INJ,4,52.14,73,SARM24008,2026-09-01,1,1,,NP2223-3950,2025-10-11,25-26/0000207,1105,NEW PHARMA,MAIN ROAD IRITTY,0,0,0
57786,TISSUE AID TAB,2,132,165,TFWA2521,2027-05-01,6,6,,NP2223-3950,2025-10-11,25-26/0000207,1105,NEW PHARMA,MAIN ROAD IRITTY,0,0,0
57787,ADULT DIAPER PANTS L SHIELD,2,140,250,HUIUIU,2028-06-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
57790,ADULT DIAPER STICK ON L SHIELD,3,140,250,UUYI,2028-06-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
57792,ADULT DIAPER STICK ON XL SHIELD,6,150,270,GUYI,2028-06-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
57794,ADULT DIAPER PANTS L KARE IN,2,230,300,UYIUO,2028-06-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
57795,ADULT DIAPER PANTS XL KARE IN,2,250,320,IUYIU,2028-06-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
57796,ADULT DIAPER PANTS XXL KARE IN,3,280,390,UYIU,2028-06-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
56634,ADULT DIAPER PANTS XL KAREMED,4,180,300,128,2028-12-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
57797,ADULT DIAPER STICK ON XL B FIT,3,220,320,HJH,2028-06-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
57801,VSL 3 TAB,40,328.57,435,JMG0710A,2027-06-01,10,10,,IL-25-30503,2025-10-13,25-26/0000209,1060,INTER LINK,KANNUR,0,32AABFI5741B1ZO,0
57805,SIMILAC ADVANCE 3,1,678.64,805,78031MN1,2026-12-01,1,1,,LP-25-34331,2025-10-13,25-26/0000211,1203,LINK PHARMA,KANNUR,,32AABFT3905A1ZK,
57807,KETOROL DT,4,126.61,175,E2501474,2028-06-01,15,15,,LP-25-34331,2025-10-13,25-26/0000211,1203,LINK PHARMA,KANNUR,,32AABFT3905A1ZK,
57809,MANKIND`S PLACIDA ,61,68.93,93,D65Y010,2026-10-01,10,10,,LP-25-34331,2025-10-13,25-26/0000211,1203,LINK PHARMA,KANNUR,,32AABFT3905A1ZK,
57546,DIPROBATE PLUS LOTION,1,150,200,PSC0098,2027-05-01,1,1,,LP-25-34331,2025-10-13,25-26/0000211,1203,LINK PHARMA,KANNUR,,32AABFT3905A1ZK,
57812,REHAID QUADRIPOD DYNA,1,880,1250,RHQP06-0325,2030-02-01,1,1,,25-16169,2025-10-13,25-26/0000212,10328,LINK SURGICALS,,,,
57813,KNEE CAP XL DYNA,1,197.5,280,DKS038-0225,2030-01-01,1,1,,25-16169,2025-10-13,25-26/0000212,10328,LINK SURGICALS,,,,
44470,KNEE CAP M,1,197.5,280,DKS016-0724,2029-07-01,1,1,,25-16169,2025-10-13,25-26/0000212,10328,LINK SURGICALS,,,,
57816,ELBOW SUPPORT XL DYNA,1,105,190,DEB008,2026-12-01,1,1,,25-16169,2025-10-13,25-26/0000212,10328,LINK SURGICALS,,,,
57467,OROVIT TAB,102,56.43,75,tzot-0451,2026-12-01,10,10,,17033,2025-10-04,25-26/0000213,1100,MODERN PHARMA,KANNUR,0,32AAEFM3567C1ZN,0
57213,DVENAFAX 50,5,24.5,50,PX8IH02,2026-05-01,10,10,,A001774,2025-10-15,25-26/0000217,10296,alka associates,,,,
57820,ROPINPRIME 1,50,24.5,45,T251269,2027-05-01,10,10,,A001774,2025-10-15,25-26/0000217,10296,alka associates,,,,
57822,LINALIGOLD 5,3,15.6,30,PX8JC02,2026-10-01,10,10,,25000730012786,2025-10-10,25-26/0000219,10312,JANATHA PHARMA,MANGLORE,KA-MN1-245544,29EKIPS0746F1ZT,
57823,STOCKING XL RGB,1,910,1250,THIGHXL0824,2030-01-01,1,1,,25000730012786,2025-10-10,25-26/0000219,10312,JANATHA PHARMA,MANGLORE,KA-MN1-245544,29EKIPS0746F1ZT,
56942,THYRORISE 50,8,37,70,HBH12Y002,2027-05-01,1,1,,25000730012786,2025-10-10,25-26/0000219,10312,JANATHA PHARMA,MANGLORE,KA-MN1-245544,29EKIPS0746F1ZT,
56946,THYRORISE 12.5,2,32.5,60,HBH41Y001,2027-02-01,1,1,,25000730012786,2025-10-10,25-26/0000219,10312,JANATHA PHARMA,MANGLORE,KA-MN1-245544,29EKIPS0746F1ZT,
57670,CARBIZOLE 20,1,120,200,NTD003A,2027-01-01,1,1,,25000730012786,2025-10-10,25-26/0000219,10312,JANATHA PHARMA,MANGLORE,KA-MN1-245544,29EKIPS0746F1ZT,
57827,STERILE WATER 10ML,37,2.1,3,WGK0212,2028-03-01,1,1,,2500173003507,2025-10-15,25-26/0000220,10268,FATHIMA MATHA MEDICALS,,,,
45973,NICIP,269,8,20,P131220,2026-09-01,10,10,,2500173003507,2025-10-15,25-26/0000220,10268,FATHIMA MATHA MEDICALS,,,,
57829,CREMAFFIN SYP,2,202.5,260,NXK0117,2027-05-01,1,1,,2500173003507,2025-10-15,25-26/0000220,10268,FATHIMA MATHA MEDICALS,,,,
45864,PANKAJA KASTHURI COUGH SYRUP,4,59.29,80,A003325,2027-04-01,1,1,,2500173003507,2025-10-15,25-26/0000220,10268,FATHIMA MATHA MEDICALS,,,,
57283,LIV 52 DS,1,197.5,250,111250386,2028-03-01,1,1,,2500173003531,2025-10-16,25-26/0000221,10268,FATHIMA MATHA MEDICALS,,,,
57830,MAGNESIUM SULPHATE PASTE 400GM,2,35,60,1003604,2028-06-01,1,1,,2500173003531,2025-10-16,25-26/0000221,10268,FATHIMA MATHA MEDICALS,,,,
57831,IODINE TINCTURE,3,14,22,IT236,2027-02-01,1,1,,2500173003531,2025-10-16,25-26/0000221,10268,FATHIMA MATHA MEDICALS,,,,
57834,EVAC ENEMA,2,67.14,88,VAC6011,2026-11-01,1,1,,2500173003531,2025-10-16,25-26/0000221,10268,FATHIMA MATHA MEDICALS,,,,
57270,SIMILAC 4,2,460.95,550,78041MN2,2026-12-01,1,1,,LP-25-34924,2025-10-16,25-26/0000222,1203,LINK PHARMA,KANNUR,,32AABFT3905A1ZK,
57482,CARMICIDE ADULT,3,85,115,25AV0051,2028-05-01,1,1,,LP-25-34924,2025-10-16,25-26/0000222,1203,LINK PHARMA,KANNUR,,32AABFT3905A1ZK,
56858,EPTOIN 100,1,171.84,220,EPB25013,2028-04-01,1,1,,LP-25-34924,2025-10-16,25-26/0000222,1203,LINK PHARMA,KANNUR,,32AABFT3905A1ZK,
46008,OTOGESIC ,4,142.5,180,1725008,2026-08-01,1,1,,LP-25-34924,2025-10-16,25-26/0000222,1203,LINK PHARMA,KANNUR,,32AABFT3905A1ZK,
57838,NEOMOL 170 SUPPOSITORY,1,33,42,BLNP487043,2028-01-01,5,5,,LP-25-34924,2025-10-16,25-26/0000222,1203,LINK PHARMA,KANNUR,,32AABFT3905A1ZK,
57840,NEOMOL 80 SUPPOSITORY,5,26.5,35,BLNP486015,2028-01-01,5,5,,LP-25-34924,2025-10-16,25-26/0000222,1203,LINK PHARMA,KANNUR,,32AABFT3905A1ZK,
57841,DULCOFLEX ADULT SUPPOSITORY,4,159.93,225,SA25010,2027-03-01,5,5,,LP-25-34924,2025-10-16,25-26/0000222,1203,LINK PHARMA,KANNUR,,32AABFT3905A1ZK,
57843,ATOGLA CREAM 100GM,1,263.73,389,AT2528,2027-04-01,1,1,,LP-25-34924,2025-10-16,25-26/0000222,1203,LINK PHARMA,KANNUR,,32AABFT3905A1ZK,
57844,ATOGLA LOTION 200ML,1,430.51,635,AL2537,2027-04-01,1,1,,LP-25-34924,2025-10-16,25-26/0000222,1203,LINK PHARMA,KANNUR,,32AABFT3905A1ZK,
57847,OMNACORTIL FORTE SYP,1,41.76,55,13250689A,2028-03-01,1,1,,IL-25-31049,2025-10-16,25-26/0000224,1060,INTER LINK,KANNUR,0,32AABFI5741B1ZO,0
57848,OMNACORTIL SUSP,3,23.92,32,13250855A,2027-10-01,1,1,,IL-25-31049,2025-10-16,25-26/0000224,1060,INTER LINK,KANNUR,0,32AABFI5741B1ZO,0
56911,CEFITAXE 100 DRY SYP,2,36,65,LPL25180,2027-06-01,1,1,,776,2025-10-17,25-26/0000225,10283,MADHAVI ENTERPRISES,,,,9496360332
57851,A NETA  Z SOFTGEL,50,25.5,50,PPASG054,2027-04-01,10,10,,776,2025-10-17,25-26/0000225,10283,MADHAVI ENTERPRISES,,,,9496360332
45365,ENSHINE TOOTH BRUSH,12,38,55,5213,2034-06-01,1,1,,776,2025-10-17,25-26/0000225,10283,MADHAVI ENTERPRISES,,,,9496360332
46155,DROOLS  C AND EGG PUPPY 400,1,76.98,109,KCEP06/25,2027-05-01,1,1,,3217,2025-10-16,25-26/0000226,10302,english pharma,,,,
57852,NUTRICH TAB ,2,174.92,258,VB611,2027-03-01,1,1,,3217,2025-10-16,25-26/0000226,10302,english pharma,,,,
57853,ENCHANTER TALC 75GM,1,83.8,106,3304,2028-06-01,1,1,,7458,2025-10-18,25-26/0000227,10315,AMALA STATIONERY,ANGADIKADAVU,,,
57855,CETAPHIL BABY GENTLE WASH AND SHAMPOO 230ML,2,496,787,2507308,2027-09-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
56794,CERELAC STAGE 5(18+)GRAIN FRUIT,1,296.2,299,52200453A8G,2026-08-01,1,1,,NAS11357,2025-10-16,25-26/0000228,10313,MINI AGENCIES,,,,
57857,CERELAC STAGE 5(18+) GRAIN VEG,1,296.2,299,52210453a7g,2026-08-01,1,1,,NAS11357,2025-10-16,25-26/0000228,10313,MINI AGENCIES,,,,
57858,DAPACURE M 10/1000,100,40,110,25S3GTA187,2026-06-01,10,10,,A001802,2025-10-18,25-26/0000230,10296,alka associates,,,,
56719,GLIDAPAFLOZIN M 5/500,60,35,90,24S2GTB129,2026-04-01,15,15,,A001802,2025-10-18,25-26/0000230,10296,alka associates,,,,
57859,GLIEMPAFLOZIN SITA 10/100,30,51.75,110,EMV250564C,2027-02-01,10,10,,A001802,2025-10-18,25-26/0000230,10296,alka associates,,,,
57860,MOXIDIP 0.2,10,11.5,30,MXT240601,2026-05-01,10,10,,A001802,2025-10-18,25-26/0000230,10296,alka associates,,,,
57067,EAZYPET TAB,39,126.5,380,TB104,2028-04-01,10,10,,NP2223-4158,2025-10-18,25-26/0000231,1105,NEW PHARMA,MAIN ROAD IRITTY,0,0,0
45933,MELONEX PLUS BOLUS,36,42.86,56.25,5009,2027-02-01,6,6,,NP2223-4158,2025-10-18,25-26/0000231,1105,NEW PHARMA,MAIN ROAD IRITTY,0,0,0
57519,MELONEX Z PLUS BOLUS,36,103.57,136,135,2027-06-01,6,6,,NP2223-4158,2025-10-18,25-26/0000231,1105,NEW PHARMA,MAIN ROAD IRITTY,0,0,0
57098,OSSOMIN SUSPENSION 1 LTR,1,256,320,COV25115,2027-07-01,1,1,,NP2223-4158,2025-10-18,25-26/0000231,1105,NEW PHARMA,MAIN ROAD IRITTY,0,0,0
57866,CETAPHIL BABY CREAM 80GM,4,507.8,749,2517809,2027-06-01,1,1,,250017300666,2025-10-20,25-26/0000232,10322,MED WORLD PHARMA,,,,
57800,MESACOL OD 1.2,82,412.86,540,GKG1105A,2027-06-01,15,15,,250017300666,2025-10-20,25-26/0000232,10322,MED WORLD PHARMA,,,,
57837,BANDY PLUS SYP,3,29.29,42,BOAGY023,2027-04-01,1,1,,250017300666,2025-10-20,25-26/0000232,10322,MED WORLD PHARMA,,,,
57845,FOURTS B TAB,57,79.32,105,NF011,2026-11-01,15,15,,250017300666,2025-10-20,25-26/0000232,10322,MED WORLD PHARMA,,,,
46008,OTOGESIC ,5,142.5,180,1725008,2026-08-01,1,1,,250017300666,2025-10-20,25-26/0000232,10322,MED WORLD PHARMA,,,,
57869,DYSTAMIDE 100,11,67,105,21484001,2026-09-01,10,10,,777,2025-10-21,25-26/0000233,10283,MADHAVI ENTERPRISES,,,,9496360332
45759,PURADINE GARGLE,1,0,50,DSU4006,2025-12-31,1,1,,777,2025-10-21,25-26/0000233,10283,MADHAVI ENTERPRISES,,,,9496360332
57870,ALKAZIP SYP,4,32,60,AELH25008,2027-05-01,1,1,,777,2025-10-21,25-26/0000233,10283,MADHAVI ENTERPRISES,,,,9496360332
57871,SITALIPTIN 100 M SR FORTE,45,117,155,PBQDX08,2026-08-01,15,15,,777,2025-10-21,25-26/0000233,10283,MADHAVI ENTERPRISES,,,,9496360332
57872,ELBOW SUPPORT XL LEEFORD,1,180,250,LTE5009,2029-08-01,1,1,,777,2025-10-21,25-26/0000233,10283,MADHAVI ENTERPRISES,,,,9496360332
57874,ROSEMARY LEAVES,2,148,169,NVBM28JRL,2026-07-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
57737,RIFAXIZONE 400,2,117,180,T250338,2027-01-01,10,10,,A001813,2025-10-21,25-26/0000234,10296,alka associates,,,,
57256,LNGIPTIN M 2.5/500,100,16,70,BD250571D,2027-02-01,10,10,,A001813,2025-10-21,25-26/0000234,10296,alka associates,,,,
57260,DROTHEPINE 25,90,24,55,LGP05/189/01,2027-03-01,15,15,,A001813,2025-10-21,25-26/0000234,10296,alka associates,,,,
57875,VRIZIDE M 60,100,20,40,CBT25-0996,2027-06-01,10,10,,A001813,2025-10-21,25-26/0000234,10296,alka associates,,,,
57876,WOMENS HORLICKS,1,310,355,0723BA5B,2026-07-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
57879,JUNIOR HORLICKS VANILA BOX 500G,2,280,314,0807DB1T,2026-08-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
57880,MOTHERS PLUS HORLICKS,1,580,620,0816BC,2026-08-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
48405,DETTOL  SOAP,1,50,70,BSTD032,2027-01-01,1,1,,COX1-680184,2025-10-01,25-26/0000173,10325,AMAZON,,,,
56705,COTTON 200GM,4,100,150,918,2027-05-01,1,1,,2500173003626,2025-10-22,25-26/0000235,10268,FATHIMA MATHA MEDICALS,,,,
57636,SYRINGE 20ML,5,12,25,524202DJG1,2030-05-01,1,1,,2500173003626,2025-10-22,25-26/0000235,10268,FATHIMA MATHA MEDICALS,,,,
45139,CREPE BANDAGE 15CM,1,120,200,SV-13,2028-02-01,1,1,,2500173003626,2025-10-22,25-26/0000235,10268,FATHIMA MATHA MEDICALS,,,,
44434,B TEX,10,23,30,BO03Y25,2028-06-01,1,1,,2500173003626,2025-10-22,25-26/0000235,10268,FATHIMA MATHA MEDICALS,,,,
56844,HIM BABY CREAM 50ML,1,71.5,94,B5925000884,2028-06-01,1,1,,2500173003626,2025-10-22,25-26/0000235,10268,FATHIMA MATHA MEDICALS,,,,
